ASIN;Title;Auther;Genre
316796883;Boyd: The Fighter Pilot Who Changed the Art of War;Robert Coram;Biographies & Memoirs
316853127;Corgiville Fair;Tasha Tudor;Children's Books
316923354;Beautiful Swimmers: Watermen, Crabs and the Chesapeake Bay;William W. Warner;Science & Math
321090519;Exploring Fiction;Frank Madden;Science Fiction & Fantasy
321154924;The Art and Business of Speech Recognition: Creating the Noble Voice;Blade Kotelly;Computers & Technology
321667549;Selected Solutions Manual for Chemistry: A Molecular Approach;Nivaldo J. Tro;Science & Math
321743679;Biological Science (5th Edition);Scott Freeman;Science & Math
321820274;Game Mechanics: Advanced Game Design (Voices That Matter);Ernest Adams;Computers & Technology
321821467;Globalization and Diversity: Geography of a Changing World (4th Edition);Lester Rowntree;Science & Math
321829174;Literature for Composition: An Introduction to Literature (10th Edition);Sylvan Barnet;Literature & Fiction
321856562;Introduction to Electrodynamics (4th Edition);David J. Griffiths;Engineering & Transportation
321886399;Road to Seeing;Dan Winters;Arts & Photography
321910427;Health: The Basics (11th Edition);Rebecca J. Donatelle;Health, Fitness & Dieting
321919068;Diversity Consciousness: Opening Our Minds to People, Cultures, and Opportunities (4th Edition) (Student Success 2015 Copyright Series);Richard D. Bucher;Business & Money
321998596;Algebra and Trigonometry (10th Edition);Michael Sullivan;Science & Math
323042538;Prenatal Massage: A Textbook of Pregnancy, Labor, and Postpartum Bodywork, 1e (Mosby's Massage Career Development);Elaine Stillerman LMT;Medical Books
323057233;The Muscular System Manual: The Skeletal Muscles of the Human Body, 3e;Joseph E. Muscolino DC;Health, Fitness & Dieting
323068189;Handbook of MRI Scanning, 1e;Geraldine Burghart MA  RT(R)(MR)(M);Medical Books
323072534;Manual of High Risk Pregnancy and Delivery, 5e (Manual of High Risk Pregnancy & Delivery);Elizabeth S. Gilbert RNC  MS  FNPc;Medical Books
323075835;Mosby's Textbook for Long-Term Care Nursing Assistants, 6e;Sheila A. Sorrentino;Self-Help
323083471;Williams' Basic Nutrition & Diet Therapy, 14e (LPN Threads);Staci Nix MS  RD  CD;Medical Books
323085180;Immunology & Serology in Laboratory Medicine, 5e (IMMUNOLOGY & SEROLOGY IN LABORATORY MEDICINE ( TURGEON));Mary Louise Turgeon EdD  MLS(ASCP)CM;Medical Books
323225616;Mosby's Review for the NBDE Part I, 2e;Mosby;Medical Books
323227740;Small Animal Emergency and Critical Care for Veterinary Technicians, 3e;Andrea M. Battaglia LVT;Medical Books
323328075;Learning Radiology: Recognizing the Basics, 3e;William Herring MD  FACR;Medical Books
323377041;Specialty Imaging: Temporomandibular Joint, 1e;Dania Faisal Tamimi BDS  DMSc;Medical Books
325003084;Teaching for Comprehending and Fluency: Thinking, Talking, and Writing About Reading, K-8;Irene Fountas;Reference
325006016;Writing Essentials: Raising Expectations and Results While Simplifying Teaching;Regie Routman;Reference
333389387;Nevis: Queen of the Caribees (Caribbean Guides Series);Joyce Gordon;Travel
340717556;Mary Stewart Omnibus: Price of a Princess / Lord in Waiting;Nigel Tranter;Science Fiction & Fantasy
340792701;Beckham: My World;David Beckham;Biographies & Memoirs
340920270;Vanishing Ireland: Further Chronicles of a Disappearing World;Turtle Bunbury;Biographies & Memoirs
345290755;Once Upon a Galaxy: A Journal of the Making of The Empire Strikes Back;Alan Arnold;Science Fiction & Fantasy
345314603;Five Years to Freedom: The True Story of a Vietnam POW;James N. Rowe;History
345323440;Footfall;Larry Niven;Science Fiction & Fantasy
345347048;Don Coyote: The Good Times and the Bad Times of a Much Maligned America;Dayton O. Hyde;Sports & Outdoors
345350685;The Autobiography of Malcolm X: As Told to Alex Haley;Malcolm X;Biographies & Memoirs
345366239;The Eight;Katherine Neville;Mystery, Thriller & Suspense
345367103;Lightningbolt;Hyemeyohsts Storm;Biographies & Memoirs
345368959;The Dolphins of Pern (Dragonriders of Pern);Anne McCaffrey;Science Fiction & Fantasy
345373537;Dr. Dean Ornish's Program for Reversing Heart Disease;Dr. Dean Ornish;Health, Fitness & Dieting
345379829;From Anger to Forgiveness: A Practical Guide to Breaking the Negative Power of Anger and Achieving Reconciliation;Earnie Larsen;Self-Help
345404289;The Great Thoughts, From Abelard to Zola, from Ancient Greece to Contemporary America, the Ideas that have Shaped the History of the World;George Seldes;Humor & Entertainment
345405838;Journey to Justice;Johnnie Cochran;Law
345412214;The Last Don;Mario Puzo;Literature & Fiction
345447867;The Apprentice- Tess Gerritsen;Tess Gerritsen;Mystery, Thriller & Suspense
345453743;The Ultimate Hitchhiker's Guide to the Galaxy;Douglas Adams;Science Fiction & Fantasy
345458265;The Imaginary Girlfriend: A Memoir;John Irving;Biographies & Memoirs
345461525;The Bloody Crown of Conan (Conan of Cimmeria, Book 2);Robert E. Howard;Science Fiction & Fantasy
345494512;Healing the New Childhood Epidemics: Autism, ADHD, Asthma, and Allergies: The Groundbreaking Program for the 4-A Disorders;Kenneth Bock;Parenting & Relationships
345496108;The Invisible Wall: A Love Story That Broke Barriers;Harry Bernstein;Biographies & Memoirs
345508793;Unzipped: An Urban Erotic Tale;Noire;Romance
345512251;Victory of Eagles (Temeraire);Naomi Novik;Science Fiction & Fantasy
345512278;Penny Arcade 6: The Halls Below;Jerry Holkins;Humor & Entertainment
345524152;The Daylight War: Book Three of The Demon Cycle;Peter V. Brett;Science Fiction & Fantasy
345524616;Whispers Under Ground (Peter Grant);Ben Aaronovitch;Mystery, Thriller & Suspense
345527798;Wicked Business: A Lizzy and Diesel Novel (Lizzy & Diesel);Janet Evanovich;Mystery, Thriller & Suspense
345528336;A King's Ransom: A Novel;Sharon Kay Penman;Literature & Fiction
345531957;The Partner: A Novel;John Grisham;Mystery, Thriller & Suspense
345535812;The Last Victim: A Novel (Dr. Charlotte Stone);Karen Robards;Mystery, Thriller & Suspense
345538544;The Lands of Ice and Fire (A Game of Thrones): Maps from King's Landing to Across the Narrow Sea;George R. R. Martin;Science Fiction & Fantasy
345540484;The Undying Legion: Crown & Key;Clay and Susan Griffith;Science Fiction & Fantasy
345543955;The Arrow: A Highland Guard Novel;Monica McCarty;Romance
345547144;The Best Pasta Sauces: Favorite Regional Italian Recipes;Micol Negrin;Cookbooks, Food & Wine
345548167;A Reckless Desire: A Breconridge Brothers Novel (The Breconridge Brothers);Isabella Bradford;Romance
345548671;The Soul of Discipline: The Simplicity Parenting Approach to Warm, Firm, and Calm Guidance- From Toddlers to Teens;Kim John Payne;Parenting & Relationships
345806409;The Book of Unknown Americans;Cristina Henríquez;Literature & Fiction
345806972;Longbourn;Jo Baker;Romance
373283431;The Bounty Hunter's Redemption (Love Inspired Historical);Janet Dean;Romance
373446845;Proof of Innocence (Capitol K-9 Unit);Lenora Worth;Romance
373447132;Silent Night Pursuit (Roads to Danger);Katy Lee;Romance
373779070;Snow Angel Cove (Haven Point);RaeAnne Thayne;Romance
373892446;Organize Your Mind, Organize Your Life: Train Your Brain to Get More Done in Less Time;Margaret Moore;Self-Help
373892705;Healthy Joints for Life: An Orthopedic Surgeon's Proven Plan to Reduce Pain and Inflammation, Avoid Surgery and Get Moving Again;Richard Diana;Health, Fitness & Dieting
373892802;Quick & Easy Paleo Comfort Foods: 100+ Delicious Gluten-Free Recipes;Julie and Charles Mayfield;Cookbooks, Food & Wine
374104107;Authority: A Novel (The Southern Reach Trilogy);Jeff VanderMeer;Mystery, Thriller & Suspense
374105979;The Hare with Amber Eyes: A Family's Century of Art and Loss;Edmund de Waal;Biographies & Memoirs
374119163;Letters to a Young Novelist;Mario Vargas Llosa;Science Fiction & Fantasy
374227349;The Origins of Political Order: From Prehuman Times to the French Revolution;Francis Fukuyama;Law
374267812;The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures;Anne Fadiman;Parenting & Relationships
374301115;Tractor Mac Harvest Time;Billy Steers;Children's Books
374379955;The Trouble in Me;Jack Gantos;Teen & Young Adult
374502005;The Natural;Bernard Malamud;Science Fiction & Fantasy
374522669;Adventures on the Wine Route: A Wine Buyer's Tour of France;Kermit Lynch;Cookbooks, Food & Wine
374529965;Fierce Attachments: A Memoir (FSG Classics);Vivian Gornick;Parenting & Relationships
374531358;Gertrude Bell: Queen of the Desert, Shaper of Nations;Georgina Howell;Biographies & Memoirs
375422951;The Acme Novelty Library;Chris Ware;Comics & Graphic Novels
375426248;4,000 Questions for Getting to Know Anyone and Everyone, 2nd Edition;Barbara Ann Kipfer;Self-Help
375428666;Cracking the PSAT/NMSQT, 2009 Edition (College Test Preparation);Princeton Review;Test Preparation
375714618;Marx for Beginners;Rius;Biographies & Memoirs
375714723;Black Hole;Charles Burns;Comics & Graphic Novels
375720383;Official Price Guide to Classic Video Games: Console, Arcade, and Handheld Games;David Ellis;Humor & Entertainment
375722408;Sell, Keep, or Toss?: How to Downsize a Home, Settle an Estate, and Appraise Personal Property;Harry L. Rinker;Reference
375724001;United States Chess Federation's Official Rules of Chess, Sixth Edition;U.S. Chess Federation;Humor & Entertainment
375727124;It Must've Been Something I Ate;Jeffrey Steingarten;Humor & Entertainment
375727647;The Quick and the Dead;Joy Williams;Literature & Fiction
375764895;Cracking the GRE Chemistry Test, 3rd Edition (Graduate School Test Preparation);Princeton Review;Test Preparation
375766316;MCAT Workout;Princeton Review;Test Preparation
375803467;The Kidnapped Prince: The Life of Olaudah Equiano;Ann Cameron;Children's Books
375814043;Thomas' Magnetic Playbook (Thomas & Friends);Random House;Children's Books
375815104;Eat My Dust! Henry Ford's First Race (Step into Reading);Monica Kulling;Engineering & Transportation
375836578;The Realm of Possibility;David Levithan;Teen & Young Adult
375844422;Tillie the Terrible Swede: How One Woman, a Sewing Needle, and a Bicycle Changed History;Sue Stauffacher;Children's Books
375866574;Shadow Scale (Seraphina);Rachel Hartman;Teen & Young Adult
375870202;Five Ancestors Out of the Ashes #3: Jackal;Jeff Stone;Children's Books
379111918;Law of Dispute Resolution: Arbitration and Alternative Dispute Resolution (Oceana's Legal Almanac Series: Law for the Layperson);Margaret C. Jasper;Engineering & Transportation
379112310;The Law of Obscenity and Pornography (Oceana's Legal Almanac Series  Law for the Layperson);Margaret C. Jasper;Engineering & Transportation
379112337;Law of Medical Malpractice (Oceana's Legal Almanac. Law for the Layperson);Margaret C. Jasper;Engineering & Transportation
379112361;The Law of Buying and Selling (Oceana's Legal Almanac Series  Law for the Layperson);Margaret C Jasper;Engineering & Transportation
380006766;The Relaxation Response;Herbert Benson;Self-Help
380807033;We're Not Monsters: Teens Speak Out about Teens in Trouble;Sabrina Solin Weill;Teen & Young Adult
385258925;A Map to the Door of No Return: Notes to Belonging;Dionne Brand;Biographies & Memoirs
385265204;Cartoon History of the Universe Volumes 1-7;Larry Gonick;Comics & Graphic Novels
385320159;My Mother/My Self: The Daughter's Search for Identity;Nancy Friday;Parenting & Relationships
385333471;God Bless You, Mr. Rosewater: A Novel;Kurt Vonnegut;Mystery, Thriller & Suspense
385333692;After Long Silence: A Memoir;Helen Fremont;Biographies & Memoirs
385334435;For the Groom;Colin Cowie;Crafts, Hobbies & Home
385337558;A Child Is Born;Lennart Nilsson;Arts & Photography
385340869;The Cookbook Collector: A Novel;Allegra Goodman;Literature & Fiction
385344066;The Dead in Their Vaulted Arches: A Flavia de Luce Novel;Alan Bradley;Mystery, Thriller & Suspense
385344414;Burned: A Fever Novel;Karen Marie Moning;Science Fiction & Fantasy
385345607;Big Gay Ice Cream: Saucy Stories & Frozen Treats: Going All the Way with Ice Cream;Bryan Petroff;Humor & Entertainment
385345712;The Complete Book of Juicing, Revised and Updated: Your Delicious Guide to Youthful Vitality;Michael Murray;Cookbooks, Food & Wine
385346158;The Homemade Kitchen: Recipes for Cooking with Pleasure;Alana Chernila;Cookbooks, Food & Wine
385346824;Ex-Communication: A Novel (Ex-Heroes);Peter Clines;Science Fiction & Fantasy
385347596;The Reputation Economy: How to Optimize Your Digital Footprint in a World Where Your Reputation Is Your Most Valuable Asset;Michael Fertik;Computers & Technology
385347669;My Gentle Barn: Creating a Sanctuary Where Animals Heal and Children Learn to Hope;Ellie Laks;Parenting & Relationships
385349297;Reasons Mommy Drinks;Lyranda Martin-Evans;Humor & Entertainment
385353618;Find a Way;Diana Nyad;Biographies & Memoirs
385366515;Gray Mountain: A Novel;John Grisham;Mystery, Thriller & Suspense
385376162;The Fox Went Out on a Chilly Night;Peter Spier;Children's Books
385384440;Pups to the Rescue! (Paw Patrol) (Pictureback(R));Random House;Children's Books
385416679;A Southern Belle Primer: Why Princess Margaret Will Never Be a Kappa Kappa Gamma;Maryln Schwartz;Reference
385468717;Abandonment to Divine Providence (Image Classics);Jean-Pierre de Caussade;Religion & Spirituality
385473788;The Diary of a Young Girl: The Definitive Edition;Anne Frank;Biographies & Memoirs
385489846;Seductive Poison: A Jonestown Survivor's Story of Life and Death in the People's Temple;Deborah Layton;Self-Help
385491743;The 80/20 Principle: The Secret to Achieving More with Less;Richard Koch;Self-Help
385493177;Christmas in My Heart, A Third Treasury: Further Tales of Holiday Joy;Joe Wheeler;Religion & Spirituality
385494343;The Gift of Peace: Personal Reflections;Cardinal Joseph Bernardin;Biographies & Memoirs
385494602;The Green;Troon McAllister;Literature & Fiction
385522274;To Bless the Space Between Us: A Book of Blessings;John O'Donohue;Christian Books & Bibles
385663250;The Montreal Canadiens: 100 Years of Glory;D'Arcy Jenish;Biographies & Memoirs
385721676;Oryx and Crake;Margaret Atwood;Science Fiction & Fantasy
385740077;Chinese Cinderella;Adeline Yen Mah;Biographies & Memoirs
387220453;Nanoindentation (Mechanical Engineering Series);Anthony C. Fischer-Cripps;Science & Math
387308571;Power Analysis Attacks: Revealing the Secrets of Smart Cards (Advances in Information Security);Stefan Mangard;Computers & Technology
387751653;The Illusion of Certainty: Health Benefits and Risks;Erik Rifkin;Medical Books
387848177;Electronic Healthcare Information Security (Advances in Information Security);Charles A. Shoniregun;Medical Books
387968245;Introduction to Analysis of the Infinite: Book I;Leonard Euler;Science & Math
393001431;Totem and Taboo (The Standard Edition)  (Complete Psychological Works of Sigmund Freud);Sigmund Freud;Medical Books
393052389;The Summer Shack Cookbook: The Complete Guide to Shore Food;Jasper White;Cookbooks, Food & Wine
393081893;Fear and Clothing: Unbuckling American Style;Cintra Wilson;Arts & Photography
393082571;Beale Street Dynasty: Sex, Song, and the Struggle for the Soul of Memphis;Preston Lauterbach;Politics & Social Sciences
393246892;Roll Deep: Poems;Major Jackson;Literature & Fiction
393308650;Fastnet, Force 10: The Deadliest Storm in the History of Modern Sailing;John Rousmaniere;Sports & Outdoors
393312372;The Black Unicorn: Poems (Norton Paperback);Audre Lorde;Literature & Fiction
393316823;Climbing Mount Improbable;Richard Dawkins;Science & Math
393318095;The Perfect Vehicle: What It Is About Motorcycles;Melissa Holbrook Pierson;Engineering & Transportation
393318346;Thirteen Days: A Memoir of the Cuban Missile Crisis;Robert F. Kennedy;History
393319598;In Defense of History;Richard J. Evans;History
393319873;The Corrosion of Character: The Personal Consequences of Work in the New Capitalism;Richard Sennett;Business & Money
393324133;For Better or For Worse: Divorce Reconsidered;E. Mavis Hetherington;Parenting & Relationships
393327345;Fight Club: A Novel;Chuck Palahniuk;Mystery, Thriller & Suspense
393331261;Comics and Sequential Art: Principles and Practices from the Legendary Cartoonist (Will Eisner Instructional Books);Will Eisner;Comics & Graphic Novels
393332888;Shark's Fin and Sichuan Pepper: A Sweet-Sour Memoir of Eating in China;Fuchsia Dunlop;Cookbooks, Food & Wine
393336085;Unreliable Memoirs;Clive James;Biographies & Memoirs
393337138;Born to Be Good: The Science of a Meaningful Life;Dacher Keltner;Politics & Social Sciences
393338533;What Do You Want from Me?: Learning to Get Along with In-Laws;Terri Apter;Parenting & Relationships
393339157;Straight on Till Morning: The Life of Beryl Markham;Mary S. Lovell;Engineering & Transportation
393339440;Joy in the Morning;P. G. Wodehouse;Literature & Fiction
393339742;The History of White People;Nell Irvin Painter;History
393342468;The Influencing Machine: Brooke Gladstone on the Media;Brooke Gladstone;Comics & Graphic Novels
393701522;Where to Start and What to Ask: An Assessment Handbook;Susan Lukas;Medical Books
393704246;The Making of a Therapist (Norton Professional Books);Louis Cozolino;Medical Books
393704815;A Therapist's Guide to EMDR: Tools and Techniques for Successful Treatment;Laurel Parnell;Medical Books
393730018;The Handbook of Painted Decoration: The Tools, Materials, and Step-by-Step Techniques of Trompe L'Oeil Painting;Yannick Guegan;Arts & Photography
393733211;Gardens of Eden: Long Island's Early Twentieth-Century Planned Communities;Robert B. MacKay;Arts & Photography
393912019;Everyone's An Author with Readings;Andrea Lunsford;Reference
393919560;The Norton Field Guide to Writing (Third Edition);Richard Bullock;Reference
393920305;Give Me Liberty!: An American History (Seagull Fourth Edition)  (Vol. 1);Eric Foner;History
393922928;Voices of Freedom: A Documentary History (Fourth Edition)  (Vol. 2);Eric Foner;Politics & Social Sciences
393922936;Study Guide and Solutions Manual: for Organic Chemistry: Principles and Mechanisms;Joel Karty;Science & Math
393928098;A Clockwork Orange (Norton Critical Editions);Anthony Burgess;Teen & Young Adult
393934985;Our Origins: Discovering Physical Anthropology (Second Edition);Clark Spencer Larsen;Politics & Social Sciences
393936848;Governing Texas (Second Edition) (Newest Edition);Anthony Champagne;Politics & Social Sciences
393974642;Le Morte Darthur (Norton Critical Editions);Sir Thomas Malory;Literature & Fiction
393974979;Yeats's Poetry, Drama, and Prose (Norton Critical Editions);William Butler Yeats;Literature & Fiction
394401387;The German Cookbook: A Complete Guide to Mastering Authentic German Cooking;Mimi Sheraton;Cookbooks, Food & Wine
394711068;The Archaeology of Knowledge;Michel Foucault;Politics & Social Sciences
394714393;Something Like An Autobiography;Akira Kurosawa;Biographies & Memoirs
394722744;Son of the Revolution;Liang Heng;Biographies & Memoirs
394826817;Richard Scarry's Please and Thank You Book (Pictureback(R));Richard Scarry;Children's Books
395284252;Motel of the Mysteries;David Macaulay;Humor & Entertainment
395331900;Chocolate to Morphine: Understanding Mind-Active Drugs;Andrew Weil;Medical Books
395349249;Smokey;Bill Peet;Children's Books
395366119;Eli;Bill Peet;Science Fiction & Fantasy
395621550;The Magpies' Nest;Joanna Foster;Children's Books
395657830;In Search of Dracula: The History of Dracula and Vampires;Radu Florescu;History
396085776;The Bombay Palace Cookbook: A Treasury of Indian Delights;Stendahl;Cookbooks, Food & Wine
397551711;Modules for Basic Nursing Skills;Janice Rider Ellis PhD  RN;Medical Books
399162895;Nature's Cancer-Fighting Foods: Prevent and Reverse the Most Common Forms of Cancer Using the Proven Power of Whole Food and Self-Healing Strategies;Verne Varona;Cookbooks, Food & Wine
399166440;The Harvest Man (Scotland Yard's Murder Squad);Alex Grecian;Mystery, Thriller & Suspense
399166726;Saving Jason (A Jason Stafford Novel);Michael Sears;Mystery, Thriller & Suspense
399167064;Big Little Lies;Liane Moriarty;Mystery, Thriller & Suspense
399168176;Keri Smith Deluxe Boxed Set;Keri Smith;Self-Help
399168451;Peaceful Parent, Happy Siblings: How to Stop the Fighting and Raise Friends for Life;Dr. Laura Markham;Parenting & Relationships
399168834;Brainstorm: The Power and Purpose of the Teenage Brain;Daniel J. Siegel MD;Parenting & Relationships
399174036;FLAWD: How to Stop Hating on Yourself, Others, and the Things That Make You Who You Are;Emily-Anne Rigal;Self-Help
399174680;Scandalous Behavior (A Stone Barrington Novel);Stuart Woods;Mystery, Thriller & Suspense
399175954;The Gangster (An Isaac Bell Adventure);Clive Cussler;Mystery, Thriller & Suspense
399241639;Stick Kid;Peter Holwitz;Parenting & Relationships
399501487;Lord of the Flies;William Golding;Mystery, Thriller & Suspense
399527133;"Leader Effectiveness Training: L.E.T. (Revised): ""L.E.T.""";Thomas Gordon;Business & Money
399533184;Bullyproof Your Child for Life: Protect Your Child from Teasing, Taunting, and Bullying forGood;Joel Haber;Parenting & Relationships
399533451;The Cloudspotter's Guide: The Science, History, and Culture of Clouds;Gavin Pretor-Pinney;Science & Math
399537368;Kids Beyond Limits: The Anat Baniel Method for Awakening the Brain and Transforming the Life of Your  Child With Special Needs;Anat Baniel;Parenting & Relationships
412610302;Rare Earth Minerals: Chemistry, Origin and Ore Deposits (The Mineralogical Society Series);A.P. Jones;Science & Math
413724506;Plays, Vol. 1: Beautiful Thing / Babies / Boom Bang-a-Bang / Rupert Street Lonely Hearts Club;Jonathan Harvey;Literature & Fiction
415121043;Colloquial Lithuanian: The Complete Course for Beginners (Colloquial Series);Meilute Ramoniene;Travel
415278449;The Logic of Scientific Discovery (Routledge Classics);Karl Popper;Science & Math
415290015;Gravity and Grace (Routledge Classics);Simone Weil;Politics & Social Sciences
415431689;The International Olympic Committee and the Olympic System: The Governance of World Sport (Global Institutions);Jean-Loup Chappelet;Sports & Outdoors
415508304;Raising Parents: Attachment, Representation, and Treatment;Patricia M. Crittenden;Parenting & Relationships
415567882;Distinction: A Social Critique of the Judgement of Taste (Routledge Classics);Pierre Bourdieu;Politics & Social Sciences
415636000;Mastering the National Admissions Test for Law;Mark Shepherd;Test Preparation
415801419;Vital Information and Review Questions for the NCE, CPCE and State Counseling Exams: Special 15th Anniversary Edition;Howard Rosenthal;Test Preparation
415898188;The Origins of Attachment: Infant Research and Adult Treatment (Relational Perspectives Book Series);Beatrice Beebe;Medical Books
415921988;Me Against My Brother: At War in Somalia, Sudan and Rwanda;Scott Peterson;History
415993415;The Psychology of Executive Coaching: Theory and Application;Bruce Peltier;Medical Books
421959304;Parry and Kerridge: The Law of Succession;R. Kerridge;Law
425176746;The Cat Who... Cookbook: Delicious Meals and Menus Inspired By Lilian Jackson Braun;Julie Murphy;Cookbooks, Food & Wine
425183769;Line of Vision;David Ellis;Mystery, Thriller & Suspense
425191656;Why Does He Do That?: Inside the Minds of Angry and Controlling Men;Lundy Bancroft;Parenting & Relationships
425217825;The Beautiful Cigar Girl: Mary Rogers, Edgar Allan Poe, and the Invention of Murder;Daniel Stashower;Mystery, Thriller & Suspense
425219321;The Mark of the Vampire Queen (Vampire Queen, Book 2);Joey W. Hill;Romance
425221180;A Dance with the Devil: A True Story of Marriage to a Psychopath;Barbara Bentley;Law
425226476;Mona Lisa Darkening (Monere: Children of the Moon, Book 4);Sunny;Romance
425230163;Scarpetta: Scarpetta (Book 16);Patricia Cornwell;Mystery, Thriller & Suspense
425236579;The Mission, the Men, and Me: Lessons from a Former Delta Force Commander;Pete Blaber;History
425242609;Cure;Robin Cook;Mystery, Thriller & Suspense
425243168;Men Out of Uniform: Three Novellas of Erotic Surrender;Sylvia Day;Romance
425244148;The Weird Sisters;Eleanor Brown;Literature & Fiction
425245284;If You Ask Me: (And of Course You Won't);Betty White;Biographies & Memoirs
425257142;Wanting Sex Again: How to Rediscover Your Desire and Heal a Sexless Marriage;Laurie Watson;Self-Help
425258785;The Spirit of the Place;Samuel Shem;Mystery, Thriller & Suspense
425263533;Dead or Alive (A Jack Ryan Novel);Tom Clancy;Mystery, Thriller & Suspense
425268195;Mine to Hold (A Wicked Lovers Novel);Shayla Black;Romance
425269477;Eat Right 4 Your Type Personalized Cookbook Type B: 150+ Healthy Recipes For Your Blood Type Diet;Dr. Peter J. D'Adamo;Health, Fitness & Dieting
425270076;Robert B. Parker's Damned If You Do (A Jesse Stone Novel);Michael Brandman;Mystery, Thriller & Suspense
425270211;Claws for Alarm (Nick and Nora Mysteries);T.C. LoTempio;Mystery, Thriller & Suspense
425270661;Robert B. Parker's Wonderland (Spenser);Ace Atkins;Mystery, Thriller & Suspense
425275132;Command Authority (A Jack Ryan Novel);Tom Clancy;Mystery, Thriller & Suspense
425275183;Deadline: A Virgil Flowers Novel;John Sandford;Mystery, Thriller & Suspense
425276031;Breach of Crust: A Charmed Pie Shoppe Mystery;Ellery Adams;Mystery, Thriller & Suspense
425276163;Robert B. Parker's Blind Spot (A Jesse Stone Novel);Reed Farrel Coleman;Mystery, Thriller & Suspense
425279162;Havana Storm: A Dirk Pitt Adventure;Clive Cussler;Literature & Fiction
425280004;Blood Orange: A China Bayles Mystery;Susan Wittig Albert;Mystery, Thriller & Suspense
425280306;The Man Who Fell from the Sky: A Wind River Mystery;Margaret Coel;Mystery, Thriller & Suspense
431186367;My Divali (Little Nippers: Festivals);Monica Hughes;Children's Books
439235812;What's the Big Idea? Ethan Flask and Professor von Offel's Ingenious Inventions (Mad Science);Kathy Burkett;Sports & Outdoors
439669960;Survivors: True Stories of Children in the Holocaust;Allan Zullo;Children's Books
439770831;Scholastic Dictionary of Idioms;Marvin Terban;Children's Books
440120144;Devil's Guard;George R. Elford;History
440145465;King Rat;James Clavell;Literature & Fiction
440180953;A Savage Place;Robert B. Parker;Mystery, Thriller & Suspense
440206707;The Viking's Woman;Heather Graham;Romance
440226767;A Family Apart (Orphan Train Adventures);Joan Lowery Nixon;Teen & Young Adult
440506735;Your Five-Year-Old: Sunny and Serene;Louise Bates Ames;Parenting & Relationships
440506786;Your Ten- to Fourteen-Year-Old;Louise Bates Ames;Parenting & Relationships
441002730;Steal the Dragon (Sianim, No. 2);Patricia Briggs;Literature & Fiction
441020895;Troubled Waters (An Elemental Blessings Novel);Sharon Shinn;Science Fiction & Fantasy
441328008;Heretics of Dune;Frank Herbert;Science Fiction & Fantasy
441533825;Mirrorshades: The Cyberpunk Anthology;Greg Bear;Science Fiction & Fantasy
441731546;Robot Dreams (Remembering Tomorrow);Isaac Asimov;Science Fiction & Fantasy
442233981;Nutrition and Behavior: New Perspectives;Robin B. Kanarek;Health, Fitness & Dieting
443066841;Gray's Anatomy: The Anatomical Basis of Clinical Practice, Expert Consult - Online and Print, 40e;Susan Standring PhD  DSc;Reference
444537821;Biological Inorganic Chemistry, Second Edition: A New Introduction to Molecular Structure and Function;Robert R. Crichton;Science & Math
444702903;Quality Control and Reliability, Volume 7 (Handbook of Statistics) (Vol 7);P. R. Krishnaiah;Engineering & Transportation
446194069;Max (Maximum Ride, Book 5);James Patterson;Science Fiction & Fantasy
446383732;The Pleasures of Your Food Processor;Norene Gilletz;Cookbooks, Food & Wine
446500135;Lucky Every Day: 20 Unforgettable Lessons from a Coach Who Made a Difference;Chip Silverman;Sports & Outdoors
446527092;Beyond the Deep: The Deadly Descent into the World's Most Treacherous Cave;William Stone;Science & Math
446529311;How I Play Golf;Tiger Woods;Biographies & Memoirs
446550124;Sybil;Flora Rheta Schreiber;Medical Books
446561975;True Blue;David Baldacci;Mystery, Thriller & Suspense
446573302;Born of Silence (The League);Sherrilyn Kenyon;Romance
446580635;Abraham's Children: Race, Identity, and the DNA of the Chosen People;Jon Entine;Politics & Social Sciences
446581046;Walking the Walk (w/DVD): Getting Fit with Faith;Leslie Sansone;Health, Fitness & Dieting
446583707;Letters to Penthouse Vol. 50: She's Wild! She's Horny! She's Married?;Penthouse International;Romance
446604801;Jack & Jill (Alex Cross);James Patterson;Mystery, Thriller & Suspense
446607711;The Simple Truth;David Baldacci;Mystery, Thriller & Suspense
446608815;Pop Goes the Weasel (Alex Cross);James Patterson;Mystery, Thriller & Suspense
446670030;First You Have to Row a Little Boat: Reflections on Life & Living;Richard Bode;Sports & Outdoors
446673633;Reversing Asthma: Breathe Easier with This Revolutionary New Program;Richard N. Firshein;Health, Fitness & Dieting
446678155;Toning for Teens: The 20 Minute Workout That Makes You Look Good and Feel Great;Joyce L. Vedral;Health, Fitness & Dieting
446678287;The Hormone Solution: Naturally  Alleviate  Symptoms of Hormone Imbalance from Adolescence Through Menopause;Erika Schwartz;Reference
446690910;What Your Doctor May Not Tell You About(TM) IBS: Eliminate Your Symptoms and Live a Pain-free, Drug-free Life;Richard N. Ash;Health, Fitness & Dieting
446692816;The Vice Guide to Sex and Drugs and Rock and Roll;Suroosh Alvi;Humor & Entertainment
446696331;A Brother's Journey: Surviving a Childhood of Abuse;Richard B. Pelzer;Self-Help
446698598;Penthouse Uncensored VI: Ultimate Erotica;Penthouse International;Romance
448464616;Who Is Bob Dylan? (Who Was...?);Jim O'Connor;Children's Books
